expense_id,amount,merchant,description,category
SYN553,6621.31,Ola,ola cab,Transport
SYN554,763.67,PVR,payment,Entertainment
SYN555,7982.72,Nykaa,salon visit,Personal Care
SYN556,1207.9,Metro,ola cab,Transport
SYN557,9971.45,Nykaa,shampoo purchase,Personal Care
SYN558,292.7,Netflix,movie ticket,Entertainment
SYN559,3800.78,MedPlus,doctor visit,Health
SYN560,5926.21,OYO,hotel stay,Travel
SYN561,2257.24,Salon,skincare products,Personal Care
SYN562,1723.91,OYO,train ticket,Travel
SYN563,3396.2,Flipkart,clothes shopping,Shopping
SYN564,3029.06,College,course fee,Education
SYN565,3080.1,Mall,payment,Shopping
SYN566,7928.66,Reliance Digital,phone purchase,Electronics
SYN567,6860.57,College,payment,Education
SYN568,3650.67,Bank,bank charges,Other
SYN569,8560.64,Bank,bank charges,Other
SYN570,1459.74,Udemy,payment,Education
SYN571,4042.11,Netflix,movie ticket,Entertainment
SYN572,3602.42,Amazon,payment,Shopping
SYN573,7289.95,Amazon,payment,Shopping
SYN574,1966.77,Mall,mall shopping,Shopping
SYN575,7960.63,Local Hotel,biryani order,Food & Dining
SYN576,1640.48,Croma,payment,Electronics
SYN577,6949.29,Amazon,payment,Shopping
SYN578,3630.31,PVR,spotify premium,Entertainment
SYN579,7306.04,Nykaa,salon visit,Personal Care
SYN580,1844.16,OYO,hotel stay,Travel
SYN581,6036.7,Metro,petrol refill,Transport
SYN582,1828.42,Airtel,gas bill,Utilities
SYN583,9783.14,Airtel,electricity bill,Utilities
SYN584,7708.8,Bank,misc expense,Other
SYN585,4755.08,Uber,petrol refill,Transport
SYN586,7977.97,Salon,skincare products,Personal Care
SYN587,9482.98,Ola,payment,Transport
SYN588,4587.89,ATM,misc expense,Other
SYN589,5391.73,Bank,misc expense,Other
SYN590,2599.57,College,tuition fee,Education
SYN591,1326.35,Uber,ola cab,Transport
SYN592,9403.5,Reliance Digital,charger buy,Electronics
SYN593,5381.38,OYO,trip package,Travel
SYN594,3554.05,Airtel,payment,Utilities
SYN595,5999.97,Swiggy,swiggy delivery,Food & Dining
SYN596,2078.86,Zomato,swiggy delivery,Food & Dining
SYN597,8282.19,College,books purchase,Education
SYN598,8679.94,Nykaa,shampoo purchase,Personal Care
SYN599,9409.68,Uber,payment,Transport
SYN600,7234.23,Reliance Digital,laptop repair,Electronics
SYN601,8882.39,Apollo,hospital bill,Health
SYN602,7862.19,Electricity Board,wifi bill,Utilities
SYN603,5556.03,Reliance Digital,charger buy,Electronics
SYN604,933.62,Apollo,payment,Health
SYN605,5080.74,Netflix,spotify premium,Entertainment
SYN606,6138.86,Netflix,movie ticket,Entertainment
SYN607,4346.96,Salon,shampoo purchase,Personal Care
SYN608,8588.16,Netflix,movie ticket,Entertainment
SYN609,1602.15,IRCTC,hotel stay,Travel
SYN610,4314.39,Udemy,payment,Education
SYN611,3006.41,Metro,ola cab,Transport
SYN612,5429.71,Netflix,movie ticket,Entertainment
SYN613,5116.86,Local Hotel,biryani order,Food & Dining
SYN614,165.0,Amazon,mall shopping,Shopping
SYN615,9707.59,Nykaa,salon visit,Personal Care
SYN616,3865.28,Reliance Digital,phone purchase,Electronics
SYN617,9797.82,Salon,payment,Personal Care
SYN618,587.33,Croma,payment,Electronics
SYN619,6809.86,Airtel,electricity bill,Utilities
SYN620,2497.59,Croma,laptop repair,Electronics
SYN621,5800.16,Salon,payment,Personal Care
SYN622,3350.23,PVR,spotify premium,Entertainment
SYN623,7772.95,Airtel,gas bill,Utilities
SYN624,9079.21,College,course fee,Education
SYN625,2580.33,Salon,payment,Personal Care
SYN626,8220.55,Metro,payment,Transport
SYN627,3882.96,Nykaa,shampoo purchase,Personal Care
SYN628,4702.24,Udemy,course fee,Education
SYN629,4590.18,OYO,train ticket,Travel
SYN630,3264.4,Airtel,gas bill,Utilities
SYN631,5922.17,Zomato,zomato order,Food & Dining
SYN632,1033.51,Electricity Board,payment,Utilities
SYN633,4610.48,Swiggy,swiggy delivery,Food & Dining
SYN634,7605.4,Netflix,spotify premium,Entertainment
SYN635,3290.26,Reliance Digital,charger buy,Electronics
SYN636,6913.31,Amazon,flipkart order,Shopping
SYN637,398.49,College,tuition fee,Education
SYN638,9846.68,Netflix,payment,Entertainment
SYN639,5792.56,Udemy,payment,Education
SYN640,7950.18,Amazon,flipkart order,Shopping
SYN641,1591.1,College,books purchase,Education
SYN642,462.96,Croma,charger buy,Electronics
SYN643,788.5,Amazon,payment,Shopping
SYN644,3361.54,IRCTC,payment,Travel
SYN645,8820.73,Electricity Board,payment,Utilities
SYN646,3410.43,Reliance Digital,charger buy,Electronics
SYN647,4720.78,Reliance Digital,laptop repair,Electronics
SYN648,2606.6,Bank,misc expense,Other
SYN649,7899.4,Reliance Digital,charger buy,Electronics
SYN650,1944.52,IRCTC,flight booking,Travel
SYN651,9711.23,Apollo,payment,Health
SYN652,5489.48,Netflix,netflix subscription,Entertainment
SYN653,4963.42,Jio,wifi bill,Utilities
SYN654,5294.85,Reliance Digital,payment,Electronics
SYN655,90.66,MedPlus,hospital bill,Health
SYN656,1514.01,Metro,petrol refill,Transport
SYN657,9828.69,Netflix,movie ticket,Entertainment
SYN658,1224.41,Electricity Board,mobile recharge,Utilities
SYN659,7760.85,Swiggy,swiggy delivery,Food & Dining
SYN660,5900.75,Salon,salon visit,Personal Care
SYN661,2791.78,Zomato,dosa breakfast,Food & Dining
SYN662,2133.25,IRCTC,train ticket,Travel
SYN663,2800.42,Electricity Board,mobile recharge,Utilities
SYN664,9097.85,College,tuition fee,Education
SYN665,7890.02,Amazon,flipkart order,Shopping
SYN666,2318.39,Netflix,movie ticket,Entertainment
SYN667,9181.04,Ola,uber ride,Transport
SYN668,7738.02,OYO,hotel stay,Travel
SYN669,5693.64,Uber,petrol refill,Transport
SYN670,6082.97,Uber,payment,Transport
SYN671,9595.35,IRCTC,flight booking,Travel
SYN672,7735.36,Croma,payment,Electronics
SYN673,4002.6,Netflix,netflix subscription,Entertainment
SYN674,2732.37,Mall,amazon purchase,Shopping
SYN675,7105.1,Airtel,electricity bill,Utilities
SYN676,425.87,Netflix,netflix subscription,Entertainment
SYN677,5278.83,Nykaa,shampoo purchase,Personal Care
SYN678,437.07,Netflix,spotify premium,Entertainment
SYN679,6832.78,Croma,payment,Electronics
SYN680,4719.99,Amazon,payment,Shopping
SYN681,353.64,Electricity Board,gas bill,Utilities
SYN682,3942.2,Airtel,electricity bill,Utilities
SYN683,9184.42,College,payment,Education
SYN684,771.39,Swiggy,swiggy delivery,Food & Dining
SYN685,2966.76,Flipkart,amazon purchase,Shopping
SYN686,3505.24,Jio,mobile recharge,Utilities
SYN687,7590.01,Reliance Digital,phone purchase,Electronics
SYN688,6328.06,Udemy,books purchase,Education
SYN689,3873.5,Amazon,payment,Shopping
SYN690,1185.41,Metro,petrol refill,Transport
SYN691,5304.94,Jio,gas bill,Utilities
SYN692,9359.82,Bank,cash withdrawal,Other
SYN693,1821.88,Salon,payment,Personal Care
SYN694,8290.69,MedPlus,medicine purchase,Health
SYN695,8193.19,PVR,spotify premium,Entertainment
SYN696,2271.12,ATM,cash withdrawal,Other
SYN697,9160.79,Bank,bank charges,Other
SYN698,8050.39,Local Hotel,zomato order,Food & Dining
SYN699,860.51,MedPlus,medicine purchase,Health
SYN700,3677.93,Croma,laptop repair,Electronics
SYN701,8387.17,College,payment,Education
SYN702,9980.84,Electricity Board,mobile recharge,Utilities
SYN703,1307.53,Udemy,course fee,Education
SYN704,3812.91,Udemy,course fee,Education
SYN705,1937.39,Uber,petrol refill,Transport
SYN706,7569.89,PVR,movie ticket,Entertainment
SYN707,3365.46,Metro,ola cab,Transport
SYN708,6362.93,Salon,shampoo purchase,Personal Care
SYN709,4457.13,MedPlus,pharmacy,Health
SYN710,9885.79,OYO,flight booking,Travel
SYN711,2885.98,Croma,charger buy,Electronics
SYN712,1521.37,Nykaa,skincare products,Personal Care
SYN713,4580.32,ATM,payment,Other
SYN714,9180.7,ATM,misc expense,Other
SYN715,3337.57,Zomato,zomato order,Food & Dining
SYN716,2501.35,Netflix,netflix subscription,Entertainment
SYN717,8395.79,PVR,netflix subscription,Entertainment
SYN718,923.27,Nykaa,shampoo purchase,Personal Care
SYN719,2543.88,MedPlus,pharmacy,Health
SYN720,4110.07,Zomato,zomato order,Food & Dining
SYN721,5244.66,Salon,shampoo purchase,Personal Care
SYN722,3684.3,Flipkart,payment,Shopping
SYN723,6548.48,Croma,charger buy,Electronics
SYN724,2054.93,Metro,metro recharge,Transport
SYN725,111.69,Swiggy,dosa breakfast,Food & Dining
SYN726,4592.31,Nykaa,salon visit,Personal Care
SYN727,9602.19,PVR,movie ticket,Entertainment
SYN728,2004.11,Apollo,medicine purchase,Health
SYN729,8241.42,Mall,mall shopping,Shopping
SYN730,6079.97,OYO,hotel stay,Travel
SYN731,9531.66,Metro,petrol refill,Transport
SYN732,1317.86,Jio,gas bill,Utilities
SYN733,2705.66,Jio,gas bill,Utilities
SYN734,6556.89,MedPlus,medicine purchase,Health
SYN735,8938.0,Airtel,electricity bill,Utilities
SYN736,3512.7,Ola,metro recharge,Transport
SYN737,605.48,Nykaa,payment,Personal Care
SYN738,3725.78,Airtel,payment,Utilities
SYN739,8925.62,Uber,uber ride,Transport
SYN740,3030.34,Metro,metro recharge,Transport
SYN741,7450.8,Mall,payment,Shopping
SYN742,9459.85,Netflix,spotify premium,Entertainment
SYN743,539.33,Apollo,doctor visit,Health
SYN744,9193.59,Zomato,biryani order,Food & Dining
SYN745,3222.74,Salon,payment,Personal Care
SYN746,7594.27,PVR,movie ticket,Entertainment
SYN747,6723.78,PVR,spotify premium,Entertainment
SYN748,9091.58,OYO,train ticket,Travel
SYN749,8053.27,Bank,bank charges,Other
SYN750,603.92,Electricity Board,electricity bill,Utilities
SYN751,1067.74,Jio,mobile recharge,Utilities
SYN752,6469.67,College,course fee,Education
SYN753,9846.83,IRCTC,train ticket,Travel
SYN754,7914.94,PVR,spotify premium,Entertainment
SYN755,9714.58,Reliance Digital,charger buy,Electronics
SYN756,6938.33,Electricity Board,gas bill,Utilities
SYN757,8345.68,Salon,salon visit,Personal Care
SYN758,8604.74,PVR,spotify premium,Entertainment
SYN759,3808.49,IRCTC,payment,Travel
SYN760,1648.26,College,tuition fee,Education
SYN761,2000.03,Metro,ola cab,Transport
SYN762,7697.6,Swiggy,biryani order,Food & Dining
SYN763,8105.91,Netflix,netflix subscription,Entertainment
SYN764,6090.46,Apollo,payment,Health
SYN765,9530.32,Udemy,tuition fee,Education
SYN766,2180.51,Jio,payment,Utilities
SYN767,594.65,Udemy,course fee,Education
SYN768,3742.77,Mall,mall shopping,Shopping
SYN769,5064.67,OYO,train ticket,Travel
SYN770,4767.84,Flipkart,flipkart order,Shopping
SYN771,2190.65,IRCTC,train ticket,Travel
SYN772,8761.03,OYO,flight booking,Travel
SYN773,9695.14,PVR,movie ticket,Entertainment
SYN774,7288.67,Electricity Board,wifi bill,Utilities
SYN775,4662.21,PVR,payment,Entertainment
SYN776,4515.6,Jio,mobile recharge,Utilities
SYN777,6727.52,Salon,payment,Personal Care
SYN778,4370.2,IRCTC,flight booking,Travel
SYN779,4860.65,PVR,payment,Entertainment
SYN780,523.48,ATM,misc expense,Other
SYN781,380.19,ATM,misc expense,Other
SYN782,2951.11,ATM,bank charges,Other
SYN783,7696.4,Netflix,spotify premium,Entertainment
SYN784,4267.04,PVR,netflix subscription,Entertainment
SYN785,7980.56,College,tuition fee,Education
SYN786,5556.74,ATM,cash withdrawal,Other
SYN787,2308.37,IRCTC,hotel stay,Travel
SYN788,4747.93,Reliance Digital,phone purchase,Electronics
SYN789,1586.71,Reliance Digital,laptop repair,Electronics
SYN790,3866.59,OYO,payment,Travel
SYN791,3599.27,Swiggy,biryani order,Food & Dining
SYN792,3862.75,IRCTC,payment,Travel
SYN793,4392.15,Bank,cash withdrawal,Other
SYN794,8792.87,Netflix,payment,Entertainment
SYN795,7727.9,Salon,salon visit,Personal Care
SYN796,7095.91,Apollo,medicine purchase,Health
SYN797,4157.17,Amazon,payment,Shopping
SYN798,686.15,Mall,mall shopping,Shopping
SYN799,1620.46,Udemy,books purchase,Education
SYN800,7668.93,Uber,metro recharge,Transport
SYN801,6389.54,Zomato,swiggy delivery,Food & Dining
SYN802,5312.35,Salon,skincare products,Personal Care
SYN803,4098.23,Airtel,mobile recharge,Utilities
SYN804,6340.92,Electricity Board,mobile recharge,Utilities
SYN805,8306.83,PVR,spotify premium,Entertainment
SYN806,5689.24,Airtel,electricity bill,Utilities
SYN807,4963.63,MedPlus,doctor visit,Health
SYN808,9657.13,OYO,flight booking,Travel
SYN809,7574.98,IRCTC,hotel stay,Travel
SYN810,2484.84,Bank,bank charges,Other
SYN811,6153.19,PVR,movie ticket,Entertainment
SYN812,5063.68,Salon,salon visit,Personal Care
SYN813,8264.76,IRCTC,payment,Travel
SYN814,813.72,Zomato,swiggy delivery,Food & Dining
SYN815,1129.44,Uber,uber ride,Transport
SYN816,8408.47,OYO,hotel stay,Travel
SYN817,3118.97,Reliance Digital,charger buy,Electronics
SYN818,6173.1,MedPlus,payment,Health
SYN819,4026.4,Jio,gas bill,Utilities
SYN820,9717.76,Bank,misc expense,Other
SYN821,9049.56,Netflix,spotify premium,Entertainment
SYN822,3687.54,Apollo,hospital bill,Health
SYN823,9673.56,Nykaa,payment,Personal Care
SYN824,5533.14,Uber,uber ride,Transport
SYN825,9831.53,Croma,charger buy,Electronics
SYN826,5275.02,Salon,shampoo purchase,Personal Care
SYN827,3010.01,Swiggy,swiggy delivery,Food & Dining
SYN828,8118.43,Udemy,tuition fee,Education
SYN829,516.75,OYO,trip package,Travel
SYN830,8546.53,Bank,cash withdrawal,Other
SYN831,6561.34,Amazon,payment,Shopping
SYN832,8258.41,Amazon,amazon purchase,Shopping
SYN833,6946.02,OYO,hotel stay,Travel
SYN834,2699.86,Metro,payment,Transport
SYN835,8661.0,Bank,payment,Other
SYN836,6618.88,Jio,payment,Utilities
SYN837,7312.69,MedPlus,hospital bill,Health
SYN838,6444.81,Bank,payment,Other
SYN839,850.51,Bank,bank charges,Other
SYN840,8000.38,Bank,bank charges,Other
SYN841,543.93,College,payment,Education
SYN842,5364.11,Salon,shampoo purchase,Personal Care
SYN843,575.6,Nykaa,skincare products,Personal Care
SYN844,6549.15,Local Hotel,payment,Food & Dining
SYN845,8893.09,Amazon,amazon purchase,Shopping
SYN846,4537.58,Electricity Board,payment,Utilities
SYN847,7771.77,ATM,bank charges,Other
SYN848,8928.59,Local Hotel,payment,Food & Dining
SYN849,7975.55,PVR,payment,Entertainment
SYN850,3440.84,Apollo,doctor visit,Health
SYN851,7385.45,Netflix,spotify premium,Entertainment
SYN852,7896.75,Salon,skincare products,Personal Care
SYN853,3165.49,Swiggy,biryani order,Food & Dining
SYN854,2093.43,Local Hotel,zomato order,Food & Dining
SYN855,2497.96,Nykaa,skincare products,Personal Care
SYN856,5323.44,Croma,phone purchase,Electronics
SYN857,6416.32,Nykaa,shampoo purchase,Personal Care
SYN858,8943.0,Swiggy,payment,Food & Dining
SYN859,4775.73,IRCTC,train ticket,Travel
SYN860,7562.81,Local Hotel,swiggy delivery,Food & Dining
SYN861,7513.81,Nykaa,salon visit,Personal Care
SYN862,7817.84,ATM,bank charges,Other
SYN863,1677.64,Zomato,biryani order,Food & Dining
SYN864,9245.2,ATM,misc expense,Other
SYN865,1501.46,Netflix,payment,Entertainment
SYN866,4187.31,Mall,flipkart order,Shopping
SYN867,672.72,Udemy,books purchase,Education
SYN868,2460.97,Jio,wifi bill,Utilities
SYN869,5393.75,Electricity Board,mobile recharge,Utilities
SYN870,3850.68,IRCTC,train ticket,Travel
SYN871,4279.84,Udemy,payment,Education
SYN872,7468.6,ATM,bank charges,Other
SYN873,3652.24,PVR,movie ticket,Entertainment
SYN874,6506.35,Local Hotel,payment,Food & Dining
SYN875,1567.42,IRCTC,train ticket,Travel
SYN876,7938.7,Swiggy,payment,Food & Dining
SYN877,7711.04,Salon,shampoo purchase,Personal Care
SYN878,270.33,IRCTC,hotel stay,Travel
SYN879,336.56,Salon,skincare products,Personal Care
SYN880,5019.28,Bank,bank charges,Other
SYN881,689.56,Ola,ola cab,Transport
SYN882,6857.08,IRCTC,trip package,Travel
SYN883,4848.08,Ola,uber ride,Transport
SYN884,5226.09,Udemy,exam fee,Education
SYN885,374.55,Metro,metro recharge,Transport
SYN886,8640.76,PVR,netflix subscription,Entertainment
SYN887,7321.59,Reliance Digital,laptop repair,Electronics
SYN888,9761.85,Bank,payment,Other
SYN889,4372.77,Croma,laptop repair,Electronics
SYN890,221.31,MedPlus,hospital bill,Health
SYN891,9143.63,Mall,clothes shopping,Shopping
SYN892,8540.76,Electricity Board,mobile recharge,Utilities
SYN893,1644.06,Local Hotel,biryani order,Food & Dining
SYN894,4585.06,Metro,petrol refill,Transport
SYN895,7031.7,MedPlus,doctor visit,Health
SYN896,5911.73,Amazon,flipkart order,Shopping
SYN897,6509.17,Udemy,course fee,Education
SYN898,9362.44,Amazon,flipkart order,Shopping
SYN899,3448.61,Metro,metro recharge,Transport
SYN900,3382.32,Ola,ola cab,Transport
SYN901,5073.46,Nykaa,salon visit,Personal Care
SYN902,1913.04,Uber,ola cab,Transport
SYN903,7188.12,Salon,skincare products,Personal Care
SYN904,557.74,Local Hotel,swiggy delivery,Food & Dining
SYN905,3767.04,PVR,movie ticket,Entertainment
SYN906,286.33,Jio,electricity bill,Utilities
SYN907,4194.05,Local Hotel,dosa breakfast,Food & Dining
SYN908,3634.66,Ola,metro recharge,Transport
SYN909,6570.06,Nykaa,payment,Personal Care
SYN910,3281.29,Zomato,payment,Food & Dining
SYN911,2204.07,Flipkart,amazon purchase,Shopping
SYN912,9569.2,ATM,payment,Other
SYN913,8428.12,College,books purchase,Education
SYN914,3045.64,Netflix,movie ticket,Entertainment
SYN915,2704.81,Airtel,payment,Utilities
SYN916,2391.22,OYO,train ticket,Travel
SYN917,6536.3,Apollo,doctor visit,Health
SYN918,9657.44,Salon,shampoo purchase,Personal Care
SYN919,5987.92,Bank,cash withdrawal,Other
SYN920,1594.09,ATM,cash withdrawal,Other
SYN921,4286.53,Airtel,mobile recharge,Utilities
SYN922,4155.16,Uber,petrol refill,Transport
SYN923,8390.18,Local Hotel,swiggy delivery,Food & Dining
SYN924,6441.13,Electricity Board,electricity bill,Utilities
SYN925,752.8,Croma,laptop repair,Electronics
SYN926,9693.24,Local Hotel,zomato order,Food & Dining
SYN927,652.43,Udemy,course fee,Education
SYN928,5235.3,Apollo,pharmacy,Health
SYN929,2152.3,Mall,flipkart order,Shopping
SYN930,3499.67,Nykaa,shampoo purchase,Personal Care
SYN931,7225.14,Zomato,swiggy delivery,Food & Dining
SYN932,6990.95,PVR,movie ticket,Entertainment
SYN933,3615.88,Mall,clothes shopping,Shopping
SYN934,5549.49,Flipkart,payment,Shopping
SYN935,2746.88,Udemy,exam fee,Education
SYN936,6414.57,Swiggy,dosa breakfast,Food & Dining
SYN937,2157.37,Salon,skincare products,Personal Care
SYN938,4007.67,Electricity Board,mobile recharge,Utilities
SYN939,4128.15,PVR,spotify premium,Entertainment
SYN940,7757.69,College,course fee,Education
SYN941,5264.93,Reliance Digital,charger buy,Electronics
SYN942,1871.48,Electricity Board,gas bill,Utilities
SYN943,7144.39,OYO,trip package,Travel
SYN944,365.4,Croma,payment,Electronics
SYN945,985.94,ATM,cash withdrawal,Other
SYN946,2915.56,Jio,mobile recharge,Utilities
SYN947,8625.22,Apollo,pharmacy,Health
SYN948,2722.48,Mall,clothes shopping,Shopping
SYN949,3687.75,Uber,payment,Transport
SYN950,7935.05,IRCTC,hotel stay,Travel
SYN951,214.18,OYO,payment,Travel
SYN952,3688.91,Amazon,clothes shopping,Shopping
SYN953,639.42,Croma,payment,Electronics
SYN954,5979.92,Bank,bank charges,Other
SYN955,2221.02,College,tuition fee,Education
SYN956,3092.56,Flipkart,clothes shopping,Shopping
SYN957,6029.96,Metro,payment,Transport
SYN958,5583.91,Uber,payment,Transport
SYN959,466.95,College,payment,Education
SYN960,7690.01,Metro,uber ride,Transport
SYN961,2322.47,Ola,uber ride,Transport
SYN962,2290.61,Uber,petrol refill,Transport
SYN963,7870.86,Electricity Board,mobile recharge,Utilities
SYN964,5315.87,PVR,payment,Entertainment
SYN965,3133.83,Apollo,doctor visit,Health
SYN966,3085.59,Electricity Board,wifi bill,Utilities
SYN967,2753.92,Flipkart,clothes shopping,Shopping
SYN968,8917.81,OYO,trip package,Travel
SYN969,3916.52,Amazon,flipkart order,Shopping
SYN970,8593.08,MedPlus,payment,Health
SYN971,5840.7,Udemy,tuition fee,Education
SYN972,2151.75,Electricity Board,mobile recharge,Utilities
SYN973,9837.37,Netflix,netflix subscription,Entertainment
SYN974,238.42,Zomato,dosa breakfast,Food & Dining
SYN975,425.61,Ola,payment,Transport
SYN976,864.58,Croma,laptop repair,Electronics
SYN977,9919.66,College,payment,Education
SYN978,5823.1,Apollo,doctor visit,Health
SYN979,3171.11,Flipkart,payment,Shopping
SYN980,7261.32,College,books purchase,Education
SYN981,3375.04,Netflix,netflix subscription,Entertainment
SYN982,8106.56,PVR,payment,Entertainment
SYN983,9092.7,Reliance Digital,charger buy,Electronics
SYN984,3706.72,IRCTC,flight booking,Travel
SYN985,2561.53,Udemy,payment,Education
SYN986,4786.95,Ola,petrol refill,Transport
SYN987,6911.42,Bank,cash withdrawal,Other
SYN988,5173.96,Zomato,swiggy delivery,Food & Dining
SYN989,3181.39,Reliance Digital,payment,Electronics
SYN990,5341.81,Electricity Board,wifi bill,Utilities
SYN991,6696.07,Jio,wifi bill,Utilities
SYN992,9041.52,Bank,payment,Other
SYN993,3755.43,ATM,bank charges,Other
SYN994,4367.3,Flipkart,amazon purchase,Shopping
SYN995,9191.95,PVR,payment,Entertainment
SYN996,3025.5,Swiggy,zomato order,Food & Dining
SYN997,2058.31,Flipkart,flipkart order,Shopping
SYN998,2450.54,PVR,spotify premium,Entertainment
SYN999,9412.12,Udemy,tuition fee,Education
SYN1000,9948.04,Apollo,payment,Health
SYN1001,9629.21,Jio,wifi bill,Utilities
SYN1002,773.03,Jio,gas bill,Utilities
SYN1003,9919.74,OYO,trip package,Travel
SYN1004,63.84,Flipkart,payment,Shopping
SYN1005,5075.28,Bank,cash withdrawal,Other
SYN1006,9785.5,Udemy,tuition fee,Education
SYN1007,9099.96,Reliance Digital,laptop repair,Electronics
SYN1008,5776.63,Netflix,payment,Entertainment
SYN1009,8224.34,ATM,misc expense,Other
SYN1010,7221.59,IRCTC,trip package,Travel
SYN1011,1802.61,Udemy,tuition fee,Education
SYN1012,2436.1,Zomato,payment,Food & Dining
SYN1013,6547.43,Zomato,dosa breakfast,Food & Dining
SYN1014,1255.45,MedPlus,doctor visit,Health
SYN1015,3053.0,Uber,metro recharge,Transport
SYN1016,1078.71,Ola,payment,Transport
SYN1017,696.25,OYO,trip package,Travel
SYN1018,1231.1,OYO,hotel stay,Travel
SYN1019,8326.95,Zomato,payment,Food & Dining
SYN1020,9631.75,Electricity Board,gas bill,Utilities
SYN1021,3766.1,Croma,phone purchase,Electronics
SYN1022,3222.44,ATM,cash withdrawal,Other
SYN1023,1404.38,Amazon,amazon purchase,Shopping
SYN1024,5137.79,Nykaa,skincare products,Personal Care
SYN1025,157.81,Netflix,spotify premium,Entertainment
SYN1026,3717.19,Jio,wifi bill,Utilities
SYN1027,6842.11,Udemy,course fee,Education
SYN1028,5637.89,Amazon,flipkart order,Shopping
SYN1029,6924.29,PVR,movie ticket,Entertainment
SYN1030,161.68,Apollo,pharmacy,Health
SYN1031,4243.65,Apollo,doctor visit,Health
SYN1032,9633.18,Electricity Board,payment,Utilities
SYN1033,1457.32,College,course fee,Education
SYN1034,1574.24,College,books purchase,Education
SYN1035,9889.94,Jio,gas bill,Utilities
SYN1036,5945.45,Flipkart,payment,Shopping
SYN1037,2007.76,Croma,payment,Electronics
SYN1038,9067.96,PVR,netflix subscription,Entertainment
SYN1039,8090.99,Apollo,hospital bill,Health
SYN1040,6487.82,Local Hotel,biryani order,Food & Dining
SYN1041,3515.05,Jio,gas bill,Utilities
SYN1042,9434.76,Croma,charger buy,Electronics
SYN1043,1577.72,ATM,bank charges,Other
SYN1044,2768.4,Netflix,movie ticket,Entertainment
SYN1045,2044.07,Uber,uber ride,Transport
SYN1046,1274.31,OYO,train ticket,Travel
SYN1047,8048.77,Local Hotel,zomato order,Food & Dining
SYN1048,5241.16,College,payment,Education
SYN1049,9705.7,Uber,uber ride,Transport
SYN1050,6243.69,Netflix,spotify premium,Entertainment
SYN1051,3880.12,Reliance Digital,phone purchase,Electronics
SYN1052,6393.83,Metro,metro recharge,Transport
SYN1053,5725.88,MedPlus,hospital bill,Health
SYN1054,411.43,PVR,netflix subscription,Entertainment
SYN1055,2431.89,Flipkart,payment,Shopping
SYN1056,1803.87,Reliance Digital,laptop repair,Electronics
SYN1057,8246.64,Jio,payment,Utilities
SYN1058,7466.8,Electricity Board,payment,Utilities
SYN1059,6552.42,Mall,flipkart order,Shopping
SYN1060,2023.02,ATM,payment,Other
SYN1061,7355.56,Reliance Digital,payment,Electronics
SYN1062,5196.1,OYO,flight booking,Travel
SYN1063,3826.83,Zomato,payment,Food & Dining
SYN1064,3153.12,IRCTC,trip package,Travel
SYN1065,7948.85,PVR,spotify premium,Entertainment
SYN1066,5108.41,Swiggy,payment,Food & Dining
SYN1067,6749.61,College,books purchase,Education
SYN1068,3376.45,MedPlus,hospital bill,Health
SYN1069,9822.76,Ola,petrol refill,Transport
SYN1070,6122.14,Uber,ola cab,Transport
SYN1071,3027.4,Apollo,doctor visit,Health
SYN1072,406.54,ATM,misc expense,Other
SYN1073,2342.58,Udemy,exam fee,Education
SYN1074,6214.06,OYO,flight booking,Travel
SYN1075,7693.29,Udemy,tuition fee,Education
SYN1076,4468.61,Udemy,exam fee,Education
SYN1077,5804.02,Netflix,netflix subscription,Entertainment
SYN1078,3753.71,Bank,cash withdrawal,Other
SYN1079,9901.33,Zomato,payment,Food & Dining
SYN1080,7798.61,Zomato,zomato order,Food & Dining
SYN1081,2945.16,Flipkart,clothes shopping,Shopping
SYN1082,6158.16,OYO,payment,Travel
SYN1083,1848.06,Netflix,movie ticket,Entertainment
SYN1084,2311.97,Local Hotel,payment,Food & Dining
SYN1085,6363.61,ATM,cash withdrawal,Other
SYN1086,896.64,Mall,mall shopping,Shopping
SYN1087,7492.61,Uber,metro recharge,Transport
SYN1088,4278.77,Bank,cash withdrawal,Other
SYN1089,9561.62,Salon,skincare products,Personal Care
SYN1090,162.04,Bank,payment,Other
SYN1091,6524.82,OYO,train ticket,Travel
SYN1092,7452.69,Nykaa,shampoo purchase,Personal Care
SYN1093,4670.15,Croma,charger buy,Electronics
SYN1094,5476.21,Reliance Digital,payment,Electronics
SYN1095,5068.32,Mall,amazon purchase,Shopping
SYN1096,4205.68,Udemy,course fee,Education
SYN1097,9316.51,Metro,uber ride,Transport
SYN1098,5143.54,ATM,payment,Other
SYN1099,7194.62,Nykaa,shampoo purchase,Personal Care
SYN1100,3884.16,MedPlus,pharmacy,Health
SYN1101,3324.44,Salon,shampoo purchase,Personal Care
SYN1102,3261.79,MedPlus,hospital bill,Health
SYN1103,6501.61,IRCTC,hotel stay,Travel
SYN1104,3637.29,Netflix,payment,Entertainment
SYN1105,5473.3,IRCTC,train ticket,Travel
SYN1106,966.91,Metro,payment,Transport
SYN1107,9564.42,Udemy,exam fee,Education
SYN1108,7766.72,Zomato,dosa breakfast,Food & Dining
SYN1109,9200.41,Nykaa,salon visit,Personal Care
SYN1110,1161.94,Airtel,payment,Utilities
SYN1111,2267.57,Swiggy,biryani order,Food & Dining
SYN1112,6488.62,MedPlus,doctor visit,Health
